"Symbol","Company name","Listing date","Sector","Market Cap"
"WHK","WHITEHAWK LIMITED","2018-01-24","Retailing",44279536
"WIC","WESTOZ INVESTMENT COMPANY LIMITED","2009-09-16","Miscellaneous",149728320
"WJA","WAMEJA LIMITED","2000-09-08","Technology",157410586
"WKT","WALKABOUT RESOURCES LTD","2006-11-07","Basic Industries",68604056
"WLD","WELLARD LIMITED","2015-12-10","Food, Beverage & Tobacco",34000020
"WLE","WAM LEADERS LIMITED","2016-05-30","Miscellaneous",1247939390
"WMA","WAM ALTERNATIVE ASSETS LIMITED","2014-06-16","Miscellaneous",188114874
"WMI","WAM MICROCAP LIMITED","2017-06-28","Miscellaneous",397915872
"WML","WOOMERA MINING LIMITED","2005-09-15","Basic Industries",10719400
"WMX","WILUNA MINING CORPORATION LIMITED","2006-09-28","Basic Industries",154615221
"WNB","WELLNESS AND BEAUTY SOLUTIONS LIMITED","2016-01-14","Consumer Services","N/A"
"WNR","WINGARA AG LTD","1990-01-31","Food, Beverage & Tobacco",19253430
"WOA","WIDE OPEN AGRICULTURE LTD","2018-07-06","Food, Beverage & Tobacco",91314358
"WOO","WOOBOARD TECHNOLOGIES LIMITED","2015-07-09","Technology",7644325
"WOR","WORLEY LIMITED","2002-11-28","Energy",5513097512
"WOT","WOTSO PROPERTY","2011-10-28","Real Estate",216685810
"WOW","WOOLWORTHS GROUP LIMITED","1993-07-12","Consumer Services",52759627628
"WPL","WOODSIDE PETROLEUM LTD","1971-11-18","Energy",21015677314
"WPR","WAYPOINT REIT","2016-08-03","Real Estate",2033207179
"WQG","WCM GLOBAL GROWTH LIMITED","2017-06-23","Miscellaneous",275695955
"WRM","WHITE ROCK MINERALS LIMITED","2010-10-08","Basic Industries",50135651
"WSA","WESTERN AREAS LIMITED","2000-07-28","Basic Industries",784809298
"WSI","WESTSTAR INDUSTRIAL LIMITED","2006-06-07","Basic Industries",15607625
"WSP","WHISPIR LIMITED","2019-06-19","Technology",344841294
"WSR","WESTAR RESOURCES LIMITED","2020-12-17","Basic Industries",9072746
"WTC","WISETECH GLOBAL LIMITED","2016-04-11","Technology",9172309432
"WTL","WT FINANCIAL GROUP LIMITED","2015-03-09","Finance",11367689
"WWG","WISEWAY GROUP LIMITED","2018-10-31","Transportation",47460194
"WWI","WEST WITS MINING LIMITED","2007-12-19","Basic Industries",126095076
"WZR","WISR LIMITED","1989-03-16","Finance",350826333
"XAM","XANADU MINES LTD","2010-12-21","Basic Industries",59014034
"XF1","XREF LIMITED","2007-04-18","Technology",49223497
"XRF","XRF SCIENTIFIC LIMITED","2006-10-31","Capital Goods",56515659
"XRO","XERO LIMITED","2012-11-08","Technology",19622750412
"XST","XSTATE RESOURCES LIMITED","1988-01-14","Energy",13447938
"XTC","XANTIPPE RESOURCES LIMITED","2007-08-15","Basic Industries",8149129
"XTE","XTEK LIMITED.","2005-09-15","Capital Goods",35518280
"YAL","YANCOAL AUSTRALIA LIMITED","2012-06-28","Energy",2693696451
"YBR","YELLOW BRICK ROAD HOLDINGS LIMITED","2008-01-31","Finance",30157812
"YFZ","YOUFOODZ HOLDINGS LIMITED","2020-12-08","Food, Beverage & Tobacco",64582785
"YOJ","YOJEE LIMITED","2010-12-02","Technology",161315194
"YOW","YOWIE GROUP LTD","1999-09-15","Food, Beverage & Tobacco",9398420
"YPB","YPB GROUP LTD","2005-03-07","Consumer Services",12479551
"YRL","YANDAL RESOURCES LIMITED","2018-12-14","Basic Industries",56358784
"Z1P","ZIP CO LIMITED.","2009-12-09","Finance",3957433906
"ZAG","ZULEIKA GOLD LIMITED","2010-08-23","Basic Industries",15173455
"ZBT","ZEBIT INC.","2020-10-26","Retailing",109725061
"ZEL","Z ENERGY LIMITED.","2013-08-19","Energy",1280373058
"ZEO","ZEOTECH LIMITED","2009-10-16","Basic Industries",108471829
"ZER","ZETA RESOURCES LIMITED","2013-06-12","Miscellaneous",113714776
"ZEU","ZEUS RESOURCES LIMITED","2013-01-21","Energy",6125100
"ZGL","ZICOM GROUP LIMITED","1970-11-12","Capital Goods",15416995
"ZIM","ZIMPLATS HOLDINGS LIMITED","1998-10-15","Basic Industries",2432610867
"ZLD","ZELIRA THERAPEUTICS LIMITED","2003-07-28","Health Care",53564533
"ZMI","ZINC OF IRELAND NL","2007-09-18","Basic Industries",7376541
"ZMM","ZIMI LIMITED","2007-09-10","Technology",13270082
"ZNC","ZENITH MINERALS LIMITED","2007-05-29","Basic Industries",80949008
"ZNO","ZOONO GROUP LIMITED","1988-07-21","Basic Industries",114145206
